timestamp,zone_id,vehicle_count,AQI,energy_consumption,anomaly_score
2024-02-27 19:00:00,Z1,8539.5,137.29999999999998,827.5624999999999,-0.08200264708647398
2024-02-11 21:00:00,Z4,2006.0,28.7,823.2,-0.06512484863348056
2024-06-08 21:00:00,Z4,2638.0,32.2,823.0,-0.06275175222913376
2024-01-19 17:00:00,Z6,8539.5,137.29999999999998,544.8,-0.06146471502933892
2024-01-22 17:00:00,Z6,8539.5,137.29999999999998,548.7,-0.057336191918620605
2024-02-27 20:00:00,Z1,8539.5,121.2,827.5624999999999,-0.056119444938116825
2024-04-13 21:00:00,Z4,3393.0,35.6,827.5624999999999,-0.053815644062506496
2024-05-18 21:00:00,Z1,1639.0,57.8,827.5624999999999,-0.05329681070338421
2024-06-02 21:00:00,Z4,3120.0,36.5,827.5624999999999,-0.05182387744001293
2024-04-29 18:00:00,Z4,8539.5,116.8,827.5624999999999,-0.04909723142666034
2024-01-07 21:00:00,Z4,2553.0,51.1,811.2,-0.04886038039977536
2024-02-18 21:00:00,Z1,1855.0,46.7,827.5624999999999,-0.04837569174095291
2024-06-19 20:00:00,Z3,8539.5,132.6,744.7,-0.04808245599225003
2024-01-22 18:00:00,Z6,8539.5,137.29999999999998,735.7,-0.04760507483538878
2024-02-27 18:00:00,Z1,8539.5,115.8,827.5624999999999,-0.047045008432864854
2024-04-21 21:00:00,Z1,2298.0,79.3,827.5624999999999,-0.04692123410112037
2024-02-01 18:00:00,Z5,8539.5,130.5,751.8,-0.04686573645322667
2024-02-26 19:00:00,Z3,8539.5,132.8,739.8,-0.04623437523887919
2024-02-01 20:00:00,Z5,8539.5,136.9,733.4,-0.04623104703882708
2024-02-29 08:00:00,Z1,8539.5,135.1,714.8,-0.04525829655526903
2024-02-26 18:00:00,Z3,8539.5,137.29999999999998,769.1,-0.04488242238535267
2024-02-26 17:00:00,Z3,8539.5,137.29999999999998,571.6,-0.04463334639335759
2024-05-26 21:00:00,Z4,2019.0,33.8,827.5624999999999,-0.044632844898086166
2024-01-10 08:00:00,Z6,8525.0,137.29999999999998,574.2,-0.04441592649968895
2024-05-10 08:00:00,Z1,8539.5,137.29999999999998,716.6,-0.04408074955523211
2024-03-14 17:00:00,Z6,7957.0,137.29999999999998,540.5,-0.04398902976440222
2024-06-18 17:00:00,Z6,7576.0,137.29999999999998,532.4,-0.04386992262569467
2024-01-02 07:00:00,Z1,8539.5,134.5,701.4,-0.043739738251927895
2024-05-26 21:00:00,Z1,1519.0,43.1,827.5624999999999,-0.0433682850011049
2024-01-22 20:00:00,Z6,8539.5,137.29999999999998,695.8,-0.04315769358548127
2024-06-15 21:00:00,Z4,2818.0,41.6,827.5624999999999,-0.04298600270909936
2024-06-23 21:00:00,Z1,1608.0,58.2,827.5624999999999,-0.042931639985627656
2024-05-19 21:00:00,Z4,2678.0,45.2,827.5624999999999,-0.04270312293860712
2024-04-30 20:00:00,Z4,7935.0,64.9,827.5624999999999,-0.04255087323187079
2024-05-05 21:00:00,Z4,3388.0,46.5,827.5624999999999,-0.04057540811171545
2024-05-02 08:00:00,Z2,8539.5,137.29999999999998,606.6,-0.03925978269012764
2024-02-06 08:00:00,Z3,8539.5,135.0,597.0,-0.03874487643343649
2024-02-29 07:00:00,Z1,8539.5,134.4,717.1,-0.03860561929949591
2024-02-06 09:00:00,Z3,8539.5,137.29999999999998,611.9,-0.037778919436204594
2024-02-01 17:00:00,Z6,7785.0,137.29999999999998,535.1,-0.03773055750491161
2024-03-29 20:00:00,Z6,8187.0,137.29999999999998,745.2,-0.037359365540595046
2024-06-26 17:00:00,Z6,8243.0,137.29999999999998,540.4,-0.037330601809383746
2024-03-30 21:00:00,Z1,2094.0,52.8,827.5624999999999,-0.037234194702106094
2024-03-15 19:00:00,Z4,8539.5,72.5,820.8,-0.03712180971222223
2024-02-14 19:00:00,Z6,8291.0,137.29999999999998,712.7,-0.03644100934896077
2024-06-21 07:00:00,Z3,8539.5,132.9,600.7,-0.036184219110085736
2024-03-10 21:00:00,Z4,3169.0,43.0,827.5624999999999,-0.03566894440230728
2024-02-24 01:00:00,Z4,1721.0,36.8,683.4,-0.03556239836146835
2024-01-22 19:00:00,Z6,8539.5,137.29999999999998,691.2,-0.03516544084641371
2024-05-04 21:00:00,Z4,2657.0,31.7,807.1,-0.03512293456715099
2024-01-02 09:00:00,Z1,8539.5,137.29999999999998,633.7,-0.035023854581480385
2024-02-01 07:00:00,Z6,8404.0,137.29999999999998,598.3,-0.03461045198503476
2024-06-28 09:00:00,Z6,7783.0,137.29999999999998,525.1,-0.03439782838508165
2024-02-08 17:00:00,Z6,7678.0,137.29999999999998,535.0,-0.03398890990635095
2024-04-15 19:00:00,Z6,8128.0,137.29999999999998,747.7,-0.03393990858343554
2024-06-12 20:00:00,Z4,8539.5,75.3,827.5624999999999,-0.03347726902118353
2024-02-02 17:00:00,Z6,7802.0,137.29999999999998,546.7,-0.03335273779901793
2024-01-19 18:00:00,Z4,8539.5,70.1,827.5624999999999,-0.033102890036502464
2024-05-04 21:00:00,Z3,1583.0,58.1,766.2,-0.03306997561976488
2024-05-14 18:00:00,Z4,8539.5,85.1,827.5624999999999,-0.03282881193159204
2024-04-05 09:00:00,Z6,8408.0,137.29999999999998,613.9,-0.03257244410137827
2024-01-02 08:00:00,Z6,8060.0,137.29999999999998,554.0,-0.03240555335769835
2024-03-07 20:00:00,Z4,8539.5,86.1,827.5624999999999,-0.032402029768684004
2024-02-24 21:00:00,Z4,3585.0,46.3,816.6,-0.032344026442688634
2024-06-09 21:00:00,Z4,3371.0,38.7,822.7,-0.032180243008192
2024-05-17 21:00:00,Z4,4015.0,43.4,827.5624999999999,-0.03146436580159517
2024-05-08 19:00:00,Z4,8539.5,80.4,827.5624999999999,-0.03145182987914119
2024-06-03 20:00:00,Z4,8539.5,93.9,827.5624999999999,-0.03114104310926946
2024-02-16 18:00:00,Z6,8015.0,137.29999999999998,733.0,-0.03089023757220366
2024-05-10 18:00:00,Z4,8289.0,56.0,812.3,-0.030651573465434567
2024-02-16 09:00:00,Z5,8539.5,129.3,607.4,-0.030533715222110902
2024-06-16 10:00:00,Z2,1264.0,27.8,546.2,-0.03038762756690183
2024-01-01 18:00:00,Z4,8539.5,75.9,827.5624999999999,-0.030323109391564573
2024-03-13 19:00:00,Z4,8539.5,75.9,827.5624999999999,-0.030323109391564573
2024-01-02 08:00:00,Z1,8539.5,130.4,654.4,-0.030268534277670955
2024-05-23 18:00:00,Z4,8539.5,75.5,827.5624999999999,-0.030236057615925405
2024-04-29 19:00:00,Z4,8539.5,107.7,818.5,-0.030060878332330287
2024-01-20 21:00:00,Z4,2717.0,39.1,827.5624999999999,-0.029665204583158467
2024-01-16 20:00:00,Z4,8539.5,62.8,820.5,-0.029489638200873247
2024-06-15 21:00:00,Z1,2070.0,55.8,827.5624999999999,-0.029479048854907708
2024-05-02 07:00:00,Z2,8539.5,129.4,649.5,-0.029418720763836115
2024-06-28 19:00:00,Z6,8441.0,137.29999999999998,729.3,-0.029115425062929523
2024-04-26 19:00:00,Z4,8539.5,69.7,827.5624999999999,-0.02908214500873063
2024-02-21 17:00:00,Z6,7849.0,137.29999999999998,506.6,-0.028841650797367113
2024-04-14 04:00:00,Z4,2043.0,38.5,713.3,-0.02855193813217749
2024-02-18 21:00:00,Z4,2886.0,35.1,827.5624999999999,-0.028268275244368368
2024-01-03 09:00:00,Z6,7437.0,137.29999999999998,530.8,-0.02815196227644834
2024-02-14 07:00:00,Z6,8121.0,137.29999999999998,574.3,-0.027798060516821876
2024-04-17 20:00:00,Z6,8023.0,137.29999999999998,726.2,-0.027714026882366016
2024-05-21 17:00:00,Z6,7731.0,137.29999999999998,544.7,-0.027597436585585333
2024-02-13 18:00:00,Z6,8063.0,137.29999999999998,722.8,-0.027396667092552507
2024-06-16 10:00:00,Z5,955.0,22.1,554.1,-0.02713471935784728
2024-06-23 21:00:00,Z4,3104.0,42.8,812.6,-0.027112018289884077
2024-02-13 20:00:00,Z4,8539.5,76.4,809.5,-0.027033264813166258
2024-05-01 18:00:00,Z4,8539.5,79.7,801.5,-0.02669807740815644
2024-04-06 21:00:00,Z2,2249.0,65.5,783.5,-0.026677883543226755
2024-02-07 20:00:00,Z4,8539.5,69.0,827.5624999999999,-0.026655716945972685
2024-02-03 21:00:00,Z4,3080.0,46.0,827.5624999999999,-0.02651761507148953
2024-05-10 20:00:00,Z6,7583.0,137.29999999999998,751.4,-0.026108949092746525
2024-06-17 19:00:00,Z4,8539.5,83.4,801.1,-0.026063868353524144
2024-04-07 21:00:00,Z3,1576.0,69.4,806.6,-0.025950342176837782
2024-01-22 18:00:00,Z4,8539.5,74.8,818.8,-0.025824514357831174
